moive,sentence,score
엄마,이걸 봤다는게 더 무섭습니다 판단력 없네..,1
봄날,손현주님 떡방 아주 좋았습니다!,6
닥터 스트레인지: 대혼돈의 멀티버스,1. 이전 마블 영화들에서 나왔던 닥스의 퍼포먼스가 다소 저하됐다. 미진한 액션 요소를 공포로 끼워넣는 느낌이었다. 2. 완다 스토리를 모른다면 꽤나 억지스러운 부분이 있다. 진입장벽이 상당히 높아져가는 걸 느꼈다.,4
조선명탐정: 각시투구꽃의 비밀,한지민 연기 너무 딸림.   ,4
문폴,온 몸에 달의 파편같은 오글거림이 돋아난다.,3
내가 죽기 전에 가장 듣고 싶은 말,진짜재미없음.감동도 1도없엇고. 이런류 인생영화 좋아하는데.평점에 속앗다,2
닥터 스트레인지: 대혼돈의 멀티버스,액션아니고 호러물임..마블빠로써 화나네요ㅡㅡ,1
"파리, 13구","공허로부터 도망치던 자들, 마음의 안식처를 찾다",7
딜리셔스: 프렌치 레스토랑의 시작,모두를 위한 맛의 혁명,6
더 배트맨,&amp;#34;미스테리 심리 추리 극 : 박쥐 서방과 고양이 각시 (장르 : 박쥐 탐정 수사극)&amp;#34;만이천원 브이오디 결제하고 도저히 한번에 볼 지겨움이 아니라서 4일동안 나눠서 봤다,4
닥터 스트레인지: 대혼돈의 멀티버스,스토리 개연성 떨어지고.. 호러와 액션 둘다 못잡은 영화 .. 보다 어이없어서 웃음이 나옵니다 ㅎ쿠킹봐도 다음 스토리가 기대안되는 작품이네요 ,2
닥터 스트레인지: 대혼돈의 멀티버스,몬가 아쉬운 영화에요. 영상미가 떨어지고 계연성이 약해요. 그리고 끝이 허무해요.,7
로맨틱 홀리데이,스토리 말도안됨. 설마설마했는데 진짜 이게 결말이라니 싶음. 엥 소리 나온다 진짜2005년대면 뭐 이게 그렇거니 싶을수도 있지만..아니 17년전에도 이건 납득 못했을듯최근에 본것중 가장 다른 의미로 인상깊다 .. 지금 나오는 신사와 아가씨인지 여자인지 그 드라마같음맙소사 ,1
야차,"뻔한 스토리, 정말 어색한 설경구 부하 3인방의 연기, 권총을 모두가 한손으로 쏘는 어설픈 액션, 걸어가면서 한손으로 권총 쏘는 고 다 죽이고 한 발도 안맞는 설경구는 최고의 명사수이자 슈퍼맨.설경구, 양동근, 박해수로 왜 이런 영화를 찍었을까.그리고 왜 이 영화는 넷플릭스 3위에 랭크되어 있나.이게 넷플릭스 주가가 빠지는 이유일 수 있다.볼 게 없단 말이다.그정도 수준의 영화다.일요일 밤을 정말 망쳤다.",2
닥터 스트레인지: 대혼돈의 멀티버스,"괜시리 호러물스러운 컨셉으로 난잡한 영화가 돼버린...그와중에 관람등급이..12세라니...이터널스에서도 성관계장면까지 넣고도 12세더니만...이제 더이상 마블영화는 가족영화는 아닌듯,,,,",6
88분,그렇게 욕먹을정도는 아니고 그냥 킬링타임용은 되는듯,7
문폴,ㅈ같네 진짜 돈아깝게ㅡㅡ 이게 뭔 오사리잡탕이여,1
감자,여자는 요물이니 멀리하라는 성현의 말은 진리이자 명언이다는걸 느낀다..ㅋ,2
서울괴담,보지마세요 개노잼입니다,1
더 홀,기대했던것 보단 많이 시시하고 약했다..,5
썸머타임,90년대 최고 섹시가수 김지현이 이런 영화를 찍었다는게 참 대단하다고 느껴진다. 내용은 우울하지만 김지현의 노출 연기와 풋풋한 신인배우 류수영이 보고 싶다면 추천,7
본 슈프리머시,맷데이먼 최고 ㅠ ㅎㄹㅎ,7
본 아이덴티티,제임스본 시리즈의 시작!! ,7
크로스 더 라인,몰입감 준수. 호불호 갈릴 주인공의 고구마 유발 찐따미,7
신비한 동물들과 덤블도어의 비밀,"화려한 마법씬은 좋았으나, 신비한동물은 많이 볼 수 없었고 중국투자인지 결국 기린과 마지막 중국배경을 사용한 건 해리포터 시리즈 상 최악",4
닥터 스트레인지: 대혼돈의 멀티버스,"분장, 연출, 연계성 등 수준이 기대 이하임",2
로스트 시티,생각보다 웃긴,6
루이스 웨인: 사랑을 그린 고양이 화가,홍보와 영화의 결이 딴판... 그래도 재밌게 봄,7
언차티드,생각보다 괜찮게 뽑힌 킬링타임 영화,7
코다,이름값에 비해 생각보다 그냥 그랬다,7
극장판 주술회전 0,"무례하긴, 순애야.",7
민스미트 작전,콜린 퍼스가 캐리한 영화,5
신비한 동물들과 덤블도어의 비밀,기린이 투표할거면 선거의 의미가 있나,6
닥터 스트레인지: 대혼돈의 멀티버스,기대를 해서그런가 재미가 별루임,6
터미네이터: 다크 페이트,완벽한 영화란 없겠지만 감히 그렇게 불리우는 영화를 자본주의 시대에 그저 가만히 고고하게 놔둘 수가 없기에 어떻게든 걸작의 후광을 비춰서 만든 터미네이터 아류작들이 쏟아졌고 그 끝에 걸작의 장본인이 직접 제작하여 나온 다크페이트. 추억과 향수는 있다지만 안타깝게도 지난 3편의 아류작들과 다르다고 말할 수가 없다.. ㅜㅜ 그저 떼깔 좋은 또 하나의 T2 아류작일 뿐.. ,6
닥터 스트레인지: 대혼돈의 멀티버스,호러와 액션 두가지 모두 잡지 못한,6
타짜 전설의 땁,오지호 는 영화같지도않은 영화를 도대체 몇편째 찍는거냐 ㅋㅋㅋ   다른영화에서는 섭외는안들어오고  경력은쫌되는거같은데 연기는안되고 ㅋㅋㅋ ,1
야차,현실성을 넘은 스토리 일 수는 있지만 정의를 수호하는 관점의 상반된 시각과 관찰자 시점에서 어느덧 같이 주인공 시점으로 되어 이야기 풀이가 재밌네요. 오늘은 뭐 볼까? 라는 킬링 타임으로 좋습니다. ,7
로지,"단 이틀의 생활을 보여준 영화지만, 그 답답함과 슬픔은 집 나온 이후의 생활 모습이 고스란히 그려졌다.",7
데드캠핑 더라이브,뭘해내버린거야...?,2
닥터 스트레인지: 대혼돈의 멀티버스,갈수록 재미 없어지는 마블시리즈정으로 본다,4
더 킹,정우성은 진짜 와꾸 아니었으면 조연도 힘들 연기력이네;; 조연 여검사 조폭두목이랑 비등비등한 수준... 주조연급에 3명이 저딴 수준의 연기력인데도 조인성 류준열 배성우가 멱살 잡고 캐리하네 ㅋㅋ ,6
어부바,"연출이랑 연기, 스토리가 너무 기가막혀서 감상포인트에 넣었습니다. ",1
하드코어 로맨스,찌질하고 처절한 수컷의 구애기..(왓챠에 있어요!),6
스푸트닉,나만이 내 인생을 바꿀 수 있다는 것이 작품이 전하는 메시지일 것이다.,7
스텔라,보는 내내 짜증 보고있는 내 자신에 대한 혐오,1
늑대들,시보올 음악은 어디서 구했냐?,2
인민을 위해 복무하라,혹시 무료로 볼 기회가 있다해도 잘 피하시기를 바랍니다. 자극적인걸 원하신다면 그부분만 빨리감기로 보세요. 다른건 다 떵 수준입니다.,2
야차,90년대 스타일 진부한 3류영화...깔거밖에 없지만 그 중에서도 스토리가 진부함을 떠나서 너무 현실성이 없음넷플릭스도 요즘 볼거 오지게 없다 이런 영화가 차트가 있대,1
모럴센스,0점 주고싶다.. 서현 연기력 늘지가않네 ㅠ별점알바들 제발 고마해라 적당히 지루해야지 ..,1
헌트,아무의미도 없이 사람죽이는 단순한 영화,6
해적: 도깨비 깃발,너무 재미 없다 나의 시간을 버릴 사람은 보세요,1
닥터 스트레인지: 대혼돈의 멀티버스,"아이언맨 다음으로 좋아하는 영웅인데... 1편 보고 난 뒤부터 2편 진짜진짜 기다렸는데... 나의 닥터스트레인지를.... 왜 영웅물에 굳이 좀비+호러를 왜?!!!! 원작도 이런거임?? 원작을 안봐서. 영화 보는데 이걸 연기하는 두 배우(닥스,완다)가 불쌍하더라... 시작하고 닥터스트레인지가 결혼식장에서 망토 두르고 내려갈때 너무 멋있어서 진짜 기대감 상승했는데ㅋㅋㅋ 그뒤부터 보면서 화 남.. 시작과 끝 10분정도씩만 좋았다..",5
닥터 스트레인지: 대혼돈의 멀티버스,닥터1의 재미를 넘을 수가 없네,7
닥터 스트레인지: 대혼돈의 멀티버스,정말 대환장의 멀티버스.. 머리 탁,1
뜨거운 피,저기요들 똥폼은 그만좀 …그리고..배우는 감독이 만드는 거였음!!!,1
범죄도시,제발 범죄도시2 는 소리가 개선이 되었으면. 배우 연기 발성 톤 다 완벽한데 사운드가 웅얼웅얼 뭐라는지 자막없으면 못알아먹겠는 것도 많습니다,7
서울괴담,역시 대중의 반응은 항상 옳다(그래도 볼만해요^^) ,5
터널,터널안에 갇힌 사람치고 너무긍정적이고 너무 비현실적이게 밝음ㅡㅡ.장난?리얼리티 굉장히떨어짐. 누가누굴 위로함?ㅡㅡ어이없는 비현실적영화. 괜히 봄.,1
닥터 스트레인지: 대혼돈의 멀티버스,솔직히 너무 갑툭튀가 많았어요 귀도 너무 아팠구 너무 놀랐어요 심장 약하거나 징그러운거 싫어하시는분 비추천 ㅜㅜ,4
순류역류,스토리 부분과 흐름은 그저 그렇지만 중후반 액션 하나만으로 점수를 줄 수 있는 영화.,6
닥터 스트레인지: 대혼돈의 멀티버스,불친절하고 지루한 영화,2
어부바,감동도 없고 재미도 없고 이런 영화를 왜 만드는 거지??,2
닥터 스트레인지: 대혼돈의 멀티버스,"우리가 여태 봐왔던 마블영화는 감동, 액션, 영상, OST, 연출들이 어우러져있는 맛있는 요리였지만 닥스2는 공포영화 감독, 부실한 액션, 기괴한 OST, 부실한 조연들 등 난잡하게 섞여있는 내가 만든 볶음밥 같다.",5
투캅스 인 파리: 더 테이크다운,이 글은 당신의 시간을 아껴드립니다.,1
닥터 스트레인지: 대혼돈의 멀티버스,그저 좀비물을 본 것 같다,5
만춘,홀로 남은 아비의 쳐진 어깨를 슬그머니 감싸는 카메라의 온기. ,7
문폴,영화 보면서 2012 이란 영화냄새가 무진장 나길래.. 보니까 감독이 같은놈이었구나.. ㅋㅋㅋ,6
미드나이트,억지. 개연성없고. 최악.,2
더 배트맨,느와르 배트맨의 분위기는 잘 살렸지만 왠지 보고난 후엔 허전한 느낌,6
닥터 스트레인지: 대혼돈의 멀티버스,샘 레이미 감독님 한대만 때려도 됩니까?,1
서울괴담,호러물을 가장한 고어물.클리셰의 연속.그리고 황당한 결말과 아쉬운 CG.하지만 혼숨 에피소드의 OST는 좋았다.,3
나일 강의 죽음,스크린 이집트 관광 잘했따,6
닥터 스트레인지: 대혼돈의 멀티버스,재미없어요 시간아까움,2
닥터 스트레인지: 대혼돈의 멀티버스,흠....스토리가...,6
이터널스,"게이, 벙어리, 인종... PC범벅이 아니었어도 진행 자체가 따분할 수밖에 없는 영화. 특출난 카리스마 있는 빌런이 등장하지도 않는데다 개개인의 서사도 공감할만한 시간이 되지 않는데 캡아 시빌워 같은 내분이 통할꺼라 생각한건지? 최악의 마블 영화. 평점은 동석이 형이랑 여친역 엔젤졸리 땀시 적당히 준다",6
닥터 스트레인지: 대혼돈의 멀티버스,그냥저냥 시간때울만한 이야기 멀티버스 그만zzz ㅠ,7
앵커,정신이 없네,6
야차,최근 본 영화 중 표현할 수 없는 최악의 영화. 이런 영화로 인해 숨어 있는 좋은 감독들의 기회가 조금이라도 줄지 않기 바랍니다. 넷플릭스는 투자 검토 제대로 하셔야 할듯,2
닥터 스트레인지: 대혼돈의 멀티버스,마블 스튜디오 장례식보고온느낌이었음,1
닥터 스트레인지: 대혼돈의 멀티버스,완다 취급을 그따위로 해서 이 스토리 자체가 그냥 왓이프였으면 좋겠다는 생각이 듬. 호러 연출도 너무 올드하다.,5
닥터 스트레인지: 대혼돈의 멀티버스,다른 멀티버스에선 이 영화가 재미있었기를 바란다...,5
닥터 스트레인지: 대혼돈의 멀티버스,화려한 CG를 실컷 즐길 수 있습니다. 뇌는 꼭 집에 두고 가세요. ,1
뜨거운 피,후회할 선택을 하고 싶지 않았으나 남은건 후회뿐 ,7
더 배트맨,디워가  더 재밌음그리고감상포인트없는데 왜  강제로선택하게끔하지?,1
닥터 스트레인지: 대혼돈의 멀티버스,쓰레기영화 1점도 아까움마블 영화는 유통기한 다 됐다걍 우리 특수효과 어때 쩔지? 하는 걸 17000원이나 주고 봤네 ,1
닥터 스트레인지: 대혼돈의 멀티버스,영화가 많이 촌스러움...,6
감자,20살이나 많은 중늙은이한테 팔려간 거로도 모자라 강간에 살인까지 막장 막장 개막장 헬반도고전문학은 늘 정상적인 얘기와 캐릭터가 하나도 없음. 그리고 왜 하필 뇌출혈이냐... 이 때만 해도 35년 뒤 정말 뇌출혈로 죽을지 몰랐던...,1
모비우스,하..진짜 이걸 재미있다고? 아무리 마블팬이라도 커버 못치겠다,4
닥터 스트레인지: 대혼돈의 멀티버스,도대체 완다가 뭐가 불쌍? 완다만 아니었음 애초에 이러지도 않을텐데 다른세계 히어로들 허무하게 다죽네.. 타노스보다 잔혹..,6
"당신, 거기 있어줄래요",아 이거 좀 에반데 ...  삼 에바로 결렬,6
어부바,허무해요ㅋㅋ그냥 딱 허무합니다,1
닥터 스트레인지: 대혼돈의 멀티버스,스토리 개연성이 너무 부족하고캐릭터들이 너무 단조롭게 느껴질 정도로매력적인 포인트들이 와닿지 않고 흥미롭지 못했다.,1
스파이더맨: 노 웨이 홈,너무 대책없이 리셋해 버린 거 아닌가 싶다.쿠키영상서라도 어떻게 풀지 보여주면 그나마 이해를 할 건데전혀 다른 뻘소리만 하고...,6
신비한 동물들과 덤블도어의 비밀,스토리도 답이없고 산으로가는..,4
극장판 엉덩이 탐정: 수플레 섬의 비밀,스토리.최악. 한편이 아니고 짧은거 두편임. 흥미진진 전혀 없고 티비에서 하는게 훨씬 낫네요. 아이가 보다가 너무 재미없다며 잠듬... ,1
닥터 스트레인지: 대혼돈의 멀티버스,"진짜 유치하고 노잼, 돈 아깝네요",2
닥터 스트레인지: 대혼돈의 멀티버스,베토벤 진심이야? 닥트한테 무슨짓이여 ㅠ,6
어부바,조조로 보길 잘한것 같습니다 재이는 영~,4
추억은 방울방울,쓰레기 만화.. 그시대에 맞는  스토리 일지는 모르겠지만.. 지금 시대에 보면 여성들의 생각수준이  ...개막장... ,6
닥터 스트레인지: 대혼돈의 멀티버스,초 여름 당신에게 선사해줄 남랑특집2022년에 보는 싸구려 분장 CG최고!선생님 여기에 무슨 맛을 추가할까요? 알수 없는 짬뽕맛,6
