movie,sentence,score
닥터 스트레인지: 대혼돈의 멀티버스,"아니 일루미나티는 업진살이냐존크라신스키보고 와.. 이랬는데 웅장해지다가 쪼그라들더라... 너무 기대를 했던 탓일까감독이 샘레이미러서 호러스럽게 만든것이 좋았는데 차라리 19금 걸어놓고 더 고어 하게 나왔으면 얼마나 좋겠나 싶었지만 디즈니가 데드풀 빼고 그럴리가 있나그리고 마지막에 눈까리 생긴거보고 좀 거지같았다 완다는 써도 안생기던데 스트레인지는 천진반으로 대동단결이야? 김포 운양에서 본 남자 둘 여자하나 왜계속 말을해 앞자리 건드리고 팝콘통을 흔드냐? &amp;#34;소 존나 귀여워,저거 로키야?&amp;#34; 이러고 있네 속으로좀 말해 내가 오죽하면 좀 조용히해달라고 말했더니 자기는 안그랬데 안그러긴 ㅅㅏ발면이 그럼 영화에서 완다가 나와서 했냐? 궁금한거 있으면 속으로삼켜 말로 내뱉지말고 영화관에서 할수있는건 감탄사 뿐이다 소통이아니라 부모님한테 다시 배워라",6
닥터 스트레인지: 대혼돈의 멀티버스,완다미친 연기떡밥의 연속 역시마블영상미까지미쳤네여7월토르 기대기대,10
신비한 동물들과 덤블도어의 비밀,핵노잼임..진짜 핵노잼,4
호빗: 다섯 군대 전투,간만에 보는데 난쟁이쉑들땜에 발암걸려서 보기 힘들었다.. 특히 소린,6
리벤져,어느 회장님 작품인지 손녀 말 듣느라 애 먹을듯 돈은 넘치니 그냥 줬을꺼고 참 암담한  영화인데 주연 조연 개고생  한게 그냥 보인다 감독이 돈이 없어 그냥한거 같은데 돈이 없지 존심도 없으면 되냐?,2
레전드,여기 감독도 발페티쉬 있는듯 좋았음,10
닥터 스트레인지: 대혼돈의 멀티버스,"중국자본이 들어갔는지 실망스럽다 괴물CG하며 연출에서도 ㅠㅠ .할리우드영화는 2,3편이 되면 항상 중국배경에 스토리까지 자본잠식이 심각하고 안타깝다 ",6
모비우스,새로운 안티히어로물 발견. 저한텐 요근래 개봉한 배트맨과 비슷한 수준이네요. 그냥 보통.,8
닥터 스트레인지: 대혼돈의 멀티버스,그냥 아이언맨과 캡틴이 너무 그리웠다...,7
서울괴담,그냥 아이돌 보려고 봤는데 내용은 음..CG도 좀 별로였고 처음 2개 이야기빼고는 전체적으로 좀 아쉬운듯,3
닥터 스트레인지: 대혼돈의 멀티버스,진짜 ㅈㄴ 재밌고 마블은 믿고 봐도 된다,10
완득이,이런 해피앤딩 이런 마음 따뜻한 해피앤딩 영화 속 인물을 응원했다,10
스파이더맨: 노 웨이 홈,진짜 너무 재밌음인생 영화,10
설해,영화가 아니고 현실같아서 너무 슬펐어요 ㅜㅜ,10
닥터 스트레인지: 대혼돈의 멀티버스,공포영화 보는것같았어요 깜짝깜짝 생각했던 퀄리티보다 조금 별로 였어요 너무 기대를 많이 했나봐요,8
연애의 맛,전 진짜 재밌게 봤습니다. 역겨운 정치색같은거 0.1도 없는 진짜 시간 순삭용 로맨틱 코미디. 개꿀잼이었어요. 킬포인트가 너무 많은데요. 일단 강예원 포경의사 만나러 가기전에 설레이는 마음으로 옷갈아입는씬 너무나 러블리합니다. 그리고 엄마랑 마스크팩하고 양쪽에 핀 꼽고 있는 모습 사랑스럽고요. 왕성기 첫 이쁜이수술환자 비주얼 지렸습니다. 강예원 드릴에 신음 소음으로 양쪽귀 테러당할때 클로즈업 연출 넘나 코믹했고요. 하주희는 뭐 그냥 레전드네요. 베드씬마다 비주얼 지렸구요. 포장마차에서 술취한 강예원 연기 지렸습니다. 하주희가 왕성기 세울려고 환복쇼할때 진짜 너무나 아름다웠고요. 진짜 하주희가 여기서 ㅈㄴ 이쁘게 나오네요. 마지막에 새 남자 꼬실때 양키랑 있어도 결코 꿀리지 않는 비주얼. 전 오히려 양키보다 하주희가 더 이쁘더라구요. 마지막에 최종승자는 간호사네요. 미자고딩남 12시 지나서 성인되자마자 get 하다니... 암튼 핵꿀잼 영화입니다!,10
어부바,따뜻한 영화예요~~~,10
서울괴담,B급호러 감안하고 봐도 심각한 수준입니다...보는 내내 영화에대한 생각보다 무슨 생각으로 이런 영화를 만들었는지에 대한 생각만 했습니다. ,3
어부바,마지믹 엔딩신이 최고였어요~,10
닥터 스트레인지: 대혼돈의 멀티버스,영화 지루함. 베네딕트 연기잘함,2
스파이더맨 2,메리제인 볼때마다 열받네,6
동감,20년전으로 돌아가고 싶다. 연출도 배우도 너무 다 순수하네,9
극장판 주술회전 0,"연출, 작화, 스토리, 노래, 더빙모든게 완벽한 영화였습니다",10
B컷,나도 박카스 한박스 받아보고 싶다.,6
어부바,소정님 연기가 최고네요! ,10
닥터 스트레인지: 대혼돈의 멀티버스,음표는 좀 유치했고 피자볼어저씨 불쌍함 도둑질한건데 왜 3주동안 때리냐,8
위대한 소원,"배우들이 고등학생 연기하기에 너무 이입안될정도로 연령대 있음, 연출 유치함",1
닥터 스트레인지: 대혼돈의 멀티버스,2020년에 개봉한다고 들었다가 미뤄진걸 2년이나 기다렸는데 이게 무슨짓임멀티버스 이해가 문제가 아님,1
씽2게더,더빙은 앞에 노래를 잘들으면 한국어,9
엄마,한국의 문화와 역사에 무지한 검은 머리 미국인들이 마치 한국에 대해서 알고 있는 거처럼 헛소리 하는 한심한 한국 팔이. 그걸 이용해서 한국에 대한 혐오감을 조장하는 SONY..요즘 미국에 사는 검은 머리 미국인들. 한류로 한국이 유명해지니까 한국인 프리미엄따위가 생겨서 한국에 대해서 잘 아는 거처럼 행세하고 최대한 한국인처럼 보이려고 하고 으쓱대고 다님..파친코도 같은 케이스..별로 정서적으로 공감이 잘 안가는 이상한 한국인 분위기를 연출.. 그냥 역겨워. 전형적인 검은 머리 미국인의 개 ㅈㄹ 중 하나. 그냥 다된 밥에 한국 뿌리면 잘 팔리는 세태를 잘 이용해 먹은 거로 밖에..,1
닥터 스트레인지: 대혼돈의 멀티버스,보지마세요 후회합니다,1
신비한 동물들과 덤블도어의 비밀,진짜 개씹노잼 영화관에서 도망치고 싶은 마음이인물들 대사칠때마다 들었음,1
동경 이야기,무려 70년 전 영화지만 지금에도 어떤 형태로든 맞닿아 있는 이야기.,9
닥터 스트레인지: 대혼돈의 멀티버스,마블팬들에게는 충분히 좋은영화!또한 샘레이미의 B급 감성을 느끼며 추억에 잠길 수도 있음.하지만 마블영화들이 갈수록 처음 마블영화를 보는 사람들의 진입장벽이 높아지는건 어쩔 수 없을까.,8
님은 먼곳에,"사실 말도 안되는 이야기이긴 한데, 그래도 재미있고 감동이 있네요...^^수애와 정진영의 연기 너무 좋았어요~",9
신비한 동물들과 덤블도어의 비밀,무계획이 계획이라는 삽질하는 영화,5
닥터 스트레인지: 대혼돈의 멀티버스,난 재밌었음. 유튜브에 완다비전 요약본 30분짜리 있으니 보고 가면 스토리 따라갈 수 있음. 두 완다랑 아이들 다 같이 만난 장면에서 나 오열했다ㅠㅠ,10
장난스런 키스,학교에서 여자애들끼리 봤는데 ㅈㄴ 소리지르면서 봄 남주가 뭐만하면 꺄아아악! 이래서 쌤들한테 혼남 그만큼 스토리 맛집 여주 언니 예뻐요??,10
특종: 량첸살인기,다시봐도 첨본것처럼 재밌음 조정석 연기 넘 잘해 반전의 반전의 반전이라 은근 신선하고 엔딩 쯤엔 띠용하는 부분도 있긴함 기자와 스릴러를 다루는데 코믹도 자연스럽게 있는,10
에로틱 타잔,역시ㅇㅅㅎ의 추천작!,10
키싱 부스 3,여주 진짜 이해가 안되는 게1부터 계속 삐졌다가 울고 불쌍척 하는 게 별로고 형제도 계속 그러고 좀 이해가 안됨,1
아바타,할말이 없을 정도로 잼나요,10
닥터 스트레인지: 대혼돈의 멀티버스,번 노티스에서 악당들 두들기던 분이 다른 차원에서는 피자 포파를 파십니다. 많이들 애용해  주세요!,10
로스트 시티,90년대 영화? 제작비 천억은 다 어디로 갔나?,4
앵커,이거 보고 악몽 3일 꿨숨다.. 배우 분들의 특출난 연기력 덕분에여ㅜㅜ,6
닥터 스트레인지: 대혼돈의 멀티버스,생각없이 따라 갔다가 재밌게 보고왔어요 ㅋㅋㅋ,8
아바타,진짜 50번 넘게봐도 전혀 지루함 없이 재미있어요 ,10
소설가의 영화,"후... 홍상수 영화 볼때 맨날 조는데... 이번에도 졸았는데, 이혜영님 연기는 너무 좋았다",7
엑스맨: 다크 피닉스,그냥 갑자기 생각나서 종말 쓰레기,2
서울괴담,배우들 보는 맛으로 보긴 했는데 재밋어용,10
닥터 스트레인지: 대혼돈의 멀티버스,Are you happy? ,8
더 배트맨,무슨 배트맨을 장비빨 중2병 찐따로 만들어놨어,1
닥터 스트레인지: 대혼돈의 멀티버스,너무 재밌게 잘봤음. 디즈니 완다비전 안보고 보면 감정선 이해하기어려울듯함. 진입장벽이 좀 높았던것 인정 . ,10
닥터 스트레인지: 대혼돈의 멀티버스,&amp;#39;샘레이미&amp;#39;의 영화였다,7
민스미트 작전,우리모두는 각자의 전쟁을 치루고있다,8
배드 가이즈,"뻔한이야기,뻔한반전 하지만 신선한 흥겨움",7
닥터 스트레인지: 대혼돈의 멀티버스,기존 마블영화와달리 스토리구성이 떨어지는 영화마블영화를 보면서 잠이온적은 처음이다,3
닥터 스트레인지: 대혼돈의 멀티버스,진짜 너무 재미있었다 음표 날리는 장면 웃겼다고들 하는데 나는 그 장면마저 감탄 하면서 봄 ,10
닥터 스트레인지: 대혼돈의 멀티버스,"Cg와 영상미는 좋았고, 중간중간 포인트가 살아있음어나미너티만 안나왔어도 좋은 영화였을거다",9
야쿠자와 가족,모처럼 볼만한 진심을 담은 영화였음,10
더 배트맨,올 상반기 최고의 영화가 아닐까 한다.,9
야차,액션은 신경쓴듯. 근데 넷플릭스에서 하긴 좀..,1
닥터 스트레인지: 대혼돈의 멀티버스,관객수에 낚였다. 마블영화는 두가지가 있다 1. 마블팬과 일반인들이 재밌는영화.  2. 마블팬만 재밌는 영화. 닥터스트레인지는 2번이다. 예고편에서 봤던 액션 그이상의 액션은 없음. 멀티버스 논문을 읽는 느낌. 뭔소린지 공감도 안되고 지루하고 배우들도 별로 매력도 없고 시간떼우기용으로 보려고 했는데 그에 미치지도 못하는 영화였음,5
닥터 스트레인지: 대혼돈의 멀티버스,저는 진짜 재밌게 봄!!! 마블 영화 다섯 손가락에 들정도로~,9
승리호,잘만든영화 감독 배우들 다 퍼펙,10
닥터 스트레인지: 대혼돈의 멀티버스,경이로운 연출에 무릎을 탁치고 봤습니다,10
드래곤볼,가위!!!! 바위!!!!1 보오~~~!!!!,9
티탄,TITANE,6
앵커,심리 스릴러의 얄팍한 모방들.,5
봄날,그 모든 환장 뒤에 밀려오는 삶의 비애.,6
무서운 집,귀신이 나타났을 때 어떻게 해야하는지 알려주는 아주 좋은 다큐멘터리였습니다. 감사합니다,10
뜨거운 피,징역 필수 도서.. 드디어 영화로 나왔는데 생각보다 노잼ㅜ,8
오차즈케의 맛,당대에는 공감해도 현 시점에서 보면...,7
디 워,"이것이 정녕 영구와 공룡 쭈쭈,, 티라노의 발톱 감독인가,..",10
닥터 스트레인지: 대혼돈의 멀티버스,완다 연기 너무 좋아요~~!,8
닥터 스트레인지: 대혼돈의 멀티버스,넘 재밌음 닥스짱!ㅎㅎ,10
이상한 나라의 수학자,이것저것 건드리지 않고 담백한 수학자 이야기만 표현한게 좋았다. 막판 신파만 아니었대도 정말 좋았을듯,8
아직 사랑하고 있습니까?,미친 여자아닌가?  남편 있는 여자가  저런영화 찍는 것 자체가 틀린 것  아니냐? 역지사지라고 니 남편이 다른여자와저런 영화 찍는다 생각 해 봐라! 쳐 울기는! 역겹다. 뭘 잘햇다고  우는지! 황당무계 적반하장 이고유부녀를 기용 했다는 것에  더럽단 생각이 든다.그러니 성공 못했지! 하류다. 밑에 댓글 단 ㄴ 니 마누라가  그랫어도 그런 잡소리 지껄였을까? 우리이혼해써요  라는 프로는 가능성을 보는 것 아닌가?완전  남자만 보면 껄떡대는 추한 모습에 성형술의  발전이  여자의 인성을 망쳣다.나이들엇으면 자식을 생각해서 행동 해야지! 어른으로 부끄럽다.  솔직히  남자가 100배 더 낫다 015B  객원가수에 프로듀서!  멋있게  잘생겼고만  남자가 아깝다!,2
엄마,모성애가 느껴지는 영화였다. 할머니 귀신은 너무 무서웠다.,9
태어나길 잘했어,귀엽고 재밌었다. 노래가 좋고 과거의 나를 만나고 싶다,8
닥터 스트레인지: 대혼돈의 멀티버스,"이정도면...B급 영화 아니냐?...,",4
앰뷸런스,무자비하게 흔들리는 마이클 베이 버전의 스피드,8
반지의 제왕: 반지 원정대,명작,10
반지의 제왕: 두 개의 탑,명작,10
반지의 제왕: 왕의 귀환,명작,10
야차,마지막 질질 끄는거 빼고는 다좋았다 무섭더라 그런조직들 그리고 멋있더라 야차팀? 고작 5명인게 좀 그렇지만ㅎㅎ,8
우아한 세계,"깡패영화인줄 알았는데, 보고나니 한 집안 가장의 애환이 있는 뭉클한 감동이 있네요.",10
닥터 스트레인지: 대혼돈의 멀티버스,좋았음,10
닥터 스트레인지: 대혼돈의 멀티버스,"아이언맨부터 어벤져스 엔드게임까지 다 본 애청자이자 마블 팬으로서 점점 실망스러움1. 영화 제목을 완다 : 스칼렛 위치로 바꿔야 하는 영화이유 - 닥터 스트레인지 나오는 비중보다 완다가 더 많이 나오고 닥터 스트레인지는 한번도 싸워보지 못하고 도망 다니기 바쁘다. 영화 제목은 완다 : 스칼렛 위치로 바꾸는 게 맞다.2. 히어로 영화에 호러는 빼자이유 - 단순히 안 맞는다. 제 3의 눈을 가진 닥터 스트레인지와 음표 싸움, 좀비 스트레인지를 부활시켜 완다와 싸움은 최악이었음.3. 멀티버스를 잘 이용하자이유 - 다양하고 죽은 캐릭터도 살릴 수 있다 ok, 근데 죽은 사람도 너무 쉽게 살리고 죽음에 대한 감동도 없다. 곧 타노스도 돌아오고 아이언맨도 돌아올 듯 하다;4. 새로운 인물, 캐릭터에 대한 설명을 하자이유 - 아메리칸 차베즈가 누군지도 모르겠고, 전작 완다를 안 봤으면 이해가 어렵다. 기존에 마블 영화들은 전작을 안 봐도 어느 정도 설명했지만 이제 그런건 없다.5. 허무하고 감동이 없다이유 - 닥터 스트레인지에 대한 희망을 주는 복선도 계기도 없으며, 아메리카 차베즈가 각성하는데 믿는다 한마디면 정리되는 신기한 상황, 영화 결론은 현타 온 완다고 모든걸 파괴하고 끝나는데 내가 뭘 봤지 싶다.어벤져스 : 엔드게임과 같은 명작이 끝나고 디즈니로 간 이후 다양한 시도와 새로운 캐릭터 도입은 이해한다. 그런데 캐릭터를 도입하거나 새로운 시도를 할 때 어느 정도 복선도 있어야 하는데 그런게 너무 결여되어있다. 전체적으로 보완이 필요하지 않으면 장차 마블 영화에 대한 관심도나 즐거움이 점차 떨어질 것 같다. ",2
닥터 스트레인지: 대혼돈의 멀티버스,이제까지 본 마블중에 살짝쿵 놀랐따,10
